;title;genre;movieId;imdbId;year
1031;Bedknobs and Broomsticks ;Adventure|Children's|Musical;1031;66817;1971
1032;Alice in Wonderland ;Animation|Children's|Musical;1032;43274;1951
1033;Fox and the Hound, The ;Animation|Children's;1033;82406;1981
1034;Freeway ;Crime;1034;116361;1996
1035;Sound of Music, The ;Musical;1035;59742;1965
1036;Die Hard ;Action|Thriller;1036;95016;1988
1037;Lawnmower Man, The ;Action|Sci-Fi|Thriller;1037;104692;1992
1038;Unhook the Stars ;Drama;1038;118044;1996
1039;Synthetic Pleasures ;Documentary;1039;114597;1995
1040;Secret Agent, The ;Drama;1040;117582;1996
1041;Secrets & Lies ;Drama;1041;117589;1996
1042;That Thing You Do! ;Comedy;1042;117887;1996
1043;To Gillian on Her 37th Birthday ;Drama|Romance;1043;117924;1996
1044;Surviving Picasso ;Drama;1044;117791;1996
1045;Love Is All There Is ;Comedy|Drama;1045;116928;1996
1046;Beautiful Thing ;Drama|Romance;1046;115640;1996
1047;Long Kiss Goodnight, The ;Action|Thriller;1047;116908;1996
1049;Ghost and the Darkness, The ;Action|Adventure;1049;116409;1996
1050;Looking for Richard ;Documentary|Drama;1050;116913;1996
1051;Trees Lounge ;Drama;1051;117958;1996
1052;Proprietor, The ;Drama;1052;117400;1996
1053;Normal Life ;Crime|Drama;1053;117202;1996
1054;Get on the Bus ;Drama;1054;116404;1996
1055;Shadow Conspiracy ;Thriller;1055;120107;1997
1056;Jude ;Drama;1056;116722;1996
1057;Everyone Says I Love You ;Comedy|Musical|Romance;1057;116242;1996
1058;Bitter Sugar (Azucar Amargo) ;Drama;1058;115600;1996
1059;William Shakespeare's Romeo and Juliet ;Drama|Romance;1059;117509;1996
1060;Swingers ;Comedy|Drama;1060;117802;1996
1061;Sleepers ;Crime|Drama;1061;117665;1996
1062;Sunchaser, The ;Drama;1062;117781;1996
1063;Johns ;Drama;1063;116714;1996
1064;Aladdin and the King of Thieves ;Animation|Children's|Comedy;1064;115491;1996
1065;Woman in Question, The ;Mystery;1065;43140;1950
1066;Shall We Dance? ;Comedy|Musical|Romance;1066;29546;1937
1067;Damsel in Distress, A ;Comedy|Musical|Romance;1067;28757;1937
1068;Crossfire ;Crime|Film-Noir;1068;39286;1947
1069;Murder, My Sweet ;Film-Noir|Thriller;1069;37101;1944
1070;Macao ;Adventure;1070;44863;1952
1071;For the Moment ;Romance|War;1071;109823;1994
1073;Willy Wonka and the Chocolate Factory ;Adventure|Children's|Comedy|Fantasy;1073;67992;1971
1075;Sexual Life of the Belgians, The ;Comedy;1075;111622;1994
1076;Innocents, The ;Thriller;1076;55018;1961
1077;Sleeper ;Comedy|Sci-Fi;1077;70707;1973
1078;Bananas ;Comedy|War;1078;66808;1971
1079;Fish Called Wanda, A ;Comedy;1079;95159;1988
1080;Monty Python's Life of Brian ;Comedy;1080;79470;1979
1081;Victor/Victoria ;Comedy|Musical;1081;84865;1982
1082;Candidate, The ;Drama;1082;68334;1972
1083;Great Race, The ;Comedy|Musical;1083;59243;1965
1084;Bonnie and Clyde ;Crime|Drama;1084;61418;1967
1085;Old Man and the Sea, The ;Adventure|Drama;1085;52027;1958
1086;Dial M for Murder ;Mystery|Thriller;1086;46912;1954
1087;Madame Butterfly ;Musical;1087;113731;1995
1088;Dirty Dancing ;Musical|Romance;1088;92890;1987
1089;Reservoir Dogs ;Crime|Thriller;1089;105236;1992
1090;Platoon ;Drama|War;1090;91763;1986
1091;Weekend at Bernie's ;Comedy;1091;98627;1989
1092;Basic Instinct ;Mystery|Thriller;1092;103772;1992
1093;Doors, The ;Drama|Musical;1093;101761;1991
1094;Crying Game, The ;Drama|Romance|War;1094;104036;1992
1095;Glengarry Glen Ross ;Drama;1095;104348;1992
1096;Sophie's Choice ;Drama;1096;84707;1982
1097;E.T. the Extra-Terrestrial ;Children's|Drama|Fantasy|Sci-Fi;1097;83866;1982
1098;Search for One-eye Jimmy, The ;Comedy;1098;117577;1996
1099;Christmas Carol, A ;Drama;1099;29992;1938
1100;Days of Thunder ;Action|Romance;1100;99371;1990
1101;Top Gun ;Action|Romance;1101;92099;1986
1102;American Strays ;Action;1102;115531;1996
1103;Rebel Without a Cause ;Drama;1103;48545;1955
1104;Streetcar Named Desire, A ;Drama;1104;44081;1951
1105;Children of the Corn IV: The Gathering ;Horror;1105;115885;1996
1106;Leopard Son, The ;Documentary;1106;116859;1996
1107;Loser ;Comedy;1107;102336;1991
1108;Prerokbe Ognja ;Documentary;1108;0;1995
1109;Charm's Incidents ;Drama;1109;115870;1996
1110;Bird of Prey ;Action;1110;115684;1996
1111;Microcosmos (Microcosmos: Le peuple de l'herbe) ;Documentary;1111;117040;1996
1112;Palookaville ;Action|Drama;1112;117284;1996
1113;Associate, The ;Comedy;1113;115580;1996
1114;Funeral, The ;Drama;1114;116378;1996
1115;Sleepover ;Comedy|Drama;1115;114472;1995
1116;Single Girl, A (La Fille Seule) ;Drama;1116;113057;1995
1117;Eighth Day, The (Le Huitième jour ) ;Drama;1117;116581;1996
1118;Tashunga ;Adventure|Western;1118;114622;1995
1119;Drunks ;Drama;1119;112907;1997
1120;People vs. Larry Flynt, The ;Drama;1120;117318;1996
1121;Glory Daze ;Drama;1121;116422;1996
1122;Plutonium Circus ;Documentary;1122;114147;1995
1123;Perfect Candidate, A ;Documentary;1123;117320;1996
1124;On Golden Pond ;Drama;1124;82846;1981
1125;Return of the Pink Panther, The ;Comedy;1125;72081;1974
1126;Drop Dead Fred ;Comedy|Fantasy;1126;101775;1991
1127;Abyss, The ;Action|Adventure|Sci-Fi|Thriller;1127;96754;1989
1128;Fog, The ;Horror;1128;80749;1980
1129;Escape from New York ;Action|Adventure|Sci-Fi|Thriller;1129;82340;1981
1130;Howling, The ;Horror;1130;82533;1980
1131;Jean de Florette ;Drama;1131;91288;1986
1132;Manon of the Spring (Manon des sources) ;Drama;1132;91480;1986
1133;Talking About Sex ;Comedy|Drama;1133;111357;1994
1134;Johnny 100 Pesos ;Action|Drama;1134;107274;1993
1135;Private Benjamin ;Comedy;1135;81375;1980
1136;Monty Python and the Holy Grail ;Comedy;1136;71853;1974
1137;Hustler White ;Romance;1137;116587;1996
1138;Dadetown ;Documentary;1138;112777;1995
1139;Everything Relative ;Drama;1139;116245;1996
1140;Entertaining Angels: The Dorothy Day Story ;Drama;1140;116212;1996
1141;Hoogste tijd ;Drama;1141;113328;1995
1142;Get Over It ;Drama;1142;116403;1996
1143;Three Lives and Only One Death ;Comedy;1143;117968;1996
1144;Line King: Al Hirschfeld, The ;Documentary;1144;116886;1996
1145;Snowriders ;Documentary;1145;117677;1996
1146;Curtis's Charm ;Comedy|Drama;1146;112759;1995
1147;When We Were Kings ;Documentary;1147;118147;1996
1148;Wrong Trousers, The ;Animation|Comedy;1148;108598;1993
1149;JLG/JLG - autoportrait de décembre ;Documentary|Drama;1149;110173;1994
1150;Return of Martin Guerre, The (Retour de Martin Guerre, Le) ;Drama;1150;84589;1982
1151;Faust ;Animation|Comedy|Thriller;1151;109781;1994
1152;He Walked by Night ;Crime|Film-Noir|Thriller;1152;40427;1948
1153;Raw Deal ;Film-Noir;1153;40723;1948
1154;T-Men ;Film-Noir;1154;39881;1947
1155;Invitation, The (Zaproszenie) ;Drama;1155;92281;1986
1156;Children Are Watching us, The (Bambini ci guardano, I) ;Drama;1156;34493;1942
1157;Symphonie pastorale, La ;Drama;1157;39004;1946
1158;Here Comes Cookie ;Comedy;1158;26465;1935
1159;Love in Bloom ;Romance;1159;26656;1935
1160;Six of a Kind ;Comedy;1160;25799;1934
1161;Tin Drum, The (Blechtrommel, Die) ;Drama;1161;78875;1979
1162;Ruling Class, The ;Comedy;1162;69198;1972
1163;Mina Tannenbaum ;Drama;1163;110521;1994
1164;Two or Three Things I Know About Her ;Drama;1164;60304;1966
1165;Bloody Child, The ;Drama|Thriller;1165;115715;1996
1166;Farmer & Chase ;Comedy;1166;113031;1995
1167;Dear God ;Comedy;1167;116059;1996
1168;Bad Moon ;Horror;1168;115610;1996
1169;American Dream ;Documentary;1169;99028;1990
1170;Best of the Best 3: No Turning Back ;Action;1170;112483;1995
1171;Bob Roberts ;Comedy;1171;103850;1992
1172;Cinema Paradiso ;Comedy|Drama|Romance;1172;95765;1988
1173;Cook the Thief His Wife & Her Lover, The ;Drama;1173;97108;1989
1174;Grosse Fatigue ;Comedy;1174;109942;1994
1175;Delicatessen ;Comedy|Sci-Fi;1175;101700;1991
1176;Double Life of Veronique, The (La Double Vie de Véronique) ;Drama;1176;101765;1991
1177;Enchanted April ;Drama;1177;101811;1991
1178;Paths of Glory ;Drama|War;1178;50825;1957
1179;Grifters, The ;Crime|Drama|Film-Noir;1179;99703;1990
1180;Hear My Song ;Comedy;1180;102014;1991
1181;Shooter, The ;Action;1181;120121;1995
1183;English Patient, The ;Drama|Romance|War;1183;116209;1996
1184;Mediterraneo ;Comedy|War;1184;102426;1991
1185;My Left Foot ;Drama;1185;97937;1989
1186;Sex, Lies, and Videotape ;Drama;1186;98724;1989
1187;Passion Fish ;Drama;1187;105107;1992
1188;Strictly Ballroom ;Comedy|Romance;1188;105488;1992
1189;Thin Blue Line, The ;Documentary;1189;96257;1988
1190;Tie Me Up! Tie Me Down! ;Drama;1190;101026;1990
1191;Madonna: Truth or Dare ;Documentary;1191;102370;1991
1192;Paris Is Burning ;Documentary;1192;100332;1990
1193;One Flew Over the Cuckoo's Nest ;Drama;1193;73486;1975
1194;Up in Smoke ;Comedy;1194;78446;1978
1196;Star Wars: Episode V - The Empire Strikes Back ;Action|Adventure|Drama|Sci-Fi|War;1196;80684;1980
1197;Princess Bride, The ;Action|Adventure|Comedy|Romance;1197;93779;1987
1198;Raiders of the Lost Ark ;Action|Adventure;1198;82971;1981
1199;Brazil ;Sci-Fi;1199;88846;1985
1200;Aliens ;Action|Sci-Fi|Thriller|War;1200;90605;1986
1201;Good, The Bad and The Ugly, The ;Action|Western;1201;60196;1966
1202;Withnail and I ;Comedy;1202;94336;1987
1203;12 Angry Men ;Drama;1203;50083;1957
1204;Lawrence of Arabia ;Adventure|War;1204;56172;1962
1205;Transformers: The Movie, The ;Action|Animation|Children's|Sci-Fi|Thriller|War;1205;0;1986
1206;Clockwork Orange, A ;Sci-Fi;1206;66921;1971
1207;To Kill a Mockingbird ;Drama;1207;56592;1962
1208;Apocalypse Now ;Drama|War;1208;78788;1979
1209;Once Upon a Time in the West ;Western;1209;64116;1969
1210;Star Wars: Episode VI - Return of the Jedi ;Action|Adventure|Romance|Sci-Fi|War;1210;86190;1983
1211;Wings of Desire (Der Himmel über Berlin) ;Comedy|Drama|Romance;1211;93191;1987
1212;Third Man, The ;Mystery|Thriller;1212;41959;1949
1213;GoodFellas ;Crime|Drama;1213;99685;1990
1214;Alien ;Action|Horror|Sci-Fi|Thriller;1214;78748;1979
1215;Army of Darkness ;Action|Adventure|Comedy|Horror|Sci-Fi;1215;106308;1993
1216;Big Blue, The (Le Grand Bleu) ;Adventure|Romance;1216;95250;1988
1217;Ran ;Drama|War;1217;89881;1985
1218;Killer, The (Die xue shuang xiong) ;Action|Thriller;1218;97202;1989
1219;Psycho ;Horror|Thriller;1219;54215;1960
1220;Blues Brothers, The ;Action|Comedy|Musical;1220;80455;1980
1221;Godfather: Part II, The ;Action|Crime|Drama;1221;71562;1974
1222;Full Metal Jacket ;Action|Drama|War;1222;93058;1987
1223;Grand Day Out, A ;Animation|Comedy;1223;104361;1992
1224;Henry V ;Drama|War;1224;97499;1989
1225;Amadeus ;Drama;1225;86879;1984
1226;Quiet Man, The ;Comedy|Romance;1226;45061;1952
1227;Once Upon a Time in America ;Crime|Drama|Thriller;1227;87843;1984
1228;Raging Bull ;Drama;1228;81398;1980
1230;Annie Hall ;Comedy|Romance;1230;75686;1977
1231;Right Stuff, The ;Drama;1231;86197;1983
1232;Stalker ;Mystery|Sci-Fi;1232;79944;1979
1233;Boat, The (Das Boot) ;Action|Drama|War;1233;82096;1981
1234;Sting, The ;Comedy|Crime;1234;70735;1973
1235;Harold and Maude ;Comedy;1235;67185;1971
1236;Trust ;Comedy|Drama;1236;103130;1990
1237;Seventh Seal, The (Sjunde inseglet, Det) ;Drama;1237;50976;1957
1238;Local Hero ;Comedy;1238;85859;1983
1240;Terminator, The ;Action|Sci-Fi|Thriller;1240;88247;1984
1241;Braindead ;Comedy|Horror;1241;103873;1992
1242;Glory ;Action|Drama|War;1242;97441;1989
1243;Rosencrantz and Guildenstern Are Dead ;Comedy|Drama;1243;100519;1990
1244;Manhattan ;Comedy|Drama|Romance;1244;79522;1979
1245;Miller's Crossing ;Drama;1245;100150;1990
1246;Dead Poets Society ;Drama;1246;97165;1989
1247;Graduate, The ;Drama|Romance;1247;61722;1967
1248;Touch of Evil ;Crime|Film-Noir|Thriller;1248;52311;1958
1249;Nikita (La Femme Nikita) ;Thriller;1249;100263;1990
1250;Bridge on the River Kwai, The ;Drama|War;1250;50212;1957
1251;8 1/2 ;Drama;1251;56801;1963
1252;Chinatown ;Film-Noir|Mystery|Thriller;1252;71315;1974
1253;Day the Earth Stood Still, The ;Drama|Sci-Fi;1253;43456;1951
1254;Treasure of the Sierra Madre, The ;Adventure;1254;40897;1948
1255;Bad Taste ;Comedy|Horror;1255;92610;1987
1256;Duck Soup ;Comedy|War;1256;23969;1933
1257;Better Off Dead... ;Comedy;1257;88794;1985
1258;Shining, The ;Horror;1258;81505;1980
1259;Stand by Me ;Adventure|Comedy|Drama;1259;92005;1986
1260;M ;Crime|Film-Noir|Thriller;1260;22100;1931
1261;Evil Dead II (Dead By Dawn) ;Action|Adventure|Comedy|Horror;1261;92991;1987
1262;Great Escape, The ;Adventure|War;1262;57115;1963
1263;Deer Hunter, The ;Drama|War;1263;77416;1978
1264;Diva ;Action|Drama|Mystery|Romance|Thriller;1264;82269;1981
1265;Groundhog Day ;Comedy|Romance;1265;107048;1993
1266;Unforgiven ;Western;1266;105695;1992
1267;Manchurian Candidate, The ;Film-Noir|Thriller;1267;56218;1962
1268;Pump Up the Volume ;Drama;1268;100436;1990
1269;Arsenic and Old Lace ;Comedy|Mystery|Thriller;1269;36613;1944
1270;Back to the Future ;Comedy|Sci-Fi;1270;88763;1985
1271;Fried Green Tomatoes ;Drama;1271;101921;1991
1272;Patton ;Drama|War;1272;66206;1970
1273;Down by Law ;Comedy|Drama;1273;90967;1986
1274;Akira ;Adventure|Animation|Sci-Fi|Thriller;1274;94625;1988
1275;Highlander ;Action|Adventure;1275;91203;1986
1276;Cool Hand Luke ;Comedy|Drama;1276;61512;1967
1277;Cyrano de Bergerac ;Action|Drama|Romance;1277;99334;1990
1278;Young Frankenstein ;Comedy|Horror;1278;72431;1974
1279;Night on Earth ;Comedy|Drama;1279;102536;1991
1280;Raise the Red Lantern ;Drama;1280;101640;1991
1281;Great Dictator, The ;Comedy;1281;32553;1940
1282;Fantasia ;Animation|Children's|Musical;1282;32455;1940
1283;High Noon ;Western;1283;44706;1952
1284;Big Sleep, The ;Film-Noir|Mystery;1284;38355;1946
1285;Heathers ;Comedy;1285;97493;1989
1286;Somewhere in Time ;Drama|Romance;1286;81534;1980
1287;Ben-Hur ;Action|Adventure|Drama;1287;52618;1959
1288;This Is Spinal Tap ;Comedy|Drama|Musical;1288;88258;1984
1289;Koyaanisqatsi ;Documentary|War;1289;85809;1983
1290;Some Kind of Wonderful ;Drama|Romance;1290;94006;1987
1291;Indiana Jones and the Last Crusade ;Action|Adventure;1291;97576;1989
1292;Being There ;Comedy;1292;78841;1979
1293;Gandhi ;Drama;1293;83987;1982
1294;M*A*S*H ;Comedy|War;1294;0;1970
1295;Unbearable Lightness of Being, The ;Drama;1295;96332;1988
1296;Room with a View, A ;Drama|Romance;1296;91867;1986
1297;Real Genius ;Comedy;1297;89886;1985
1298;Pink Floyd - The Wall ;Drama|Musical|War;1298;84503;1982
1299;Killing Fields, The ;Drama|War;1299;87553;1984
1300;My Life as a Dog (Mitt liv som hund) ;Drama;1300;89606;1985
1301;Forbidden Planet ;Sci-Fi;1301;49223;1956
1302;Field of Dreams ;Drama;1302;97351;1989
1303;Man Who Would Be King, The ;Adventure;1303;73341;1975
1304;Butch Cassidy and the Sundance Kid ;Action|Comedy|Western;1304;64115;1969
1305;Paris, Texas ;Drama;1305;87884;1984
1306;Until the End of the World (Bis ans Ende der Welt) ;Drama|Sci-Fi;1306;101458;1991
1307;When Harry Met Sally... ;Comedy|Romance;1307;98635;1989
1308;I Shot a Man in Vegas ;Comedy;1308;113369;1995
1309;Parallel Sons ;Drama|Romance;1309;114089;1995
1310;Hype! ;Documentary;1310;116589;1996
1311;Santa with Muscles ;Comedy;1311;117550;1996
1312;Female Perversions ;Drama;1312;116293;1996
1313;Mad Dog Time ;Crime;1313;116953;1996
1314;Breathing Room ;Romance;1314;115754;1996
1315;Paris Was a Woman ;Documentary;1315;114093;1995
1316;Anna ;Drama;1316;115548;1996
1317;I'm Not Rappaport ;Comedy;1317;116601;1996
1318;Blue Juice ;Comedy|Drama;1318;112537;1995
1319;Kids of Survival ;Documentary;1319;107314;1993
1320;Alien³ ;Action|Horror|Sci-Fi|Thriller;1320;103644;1992
1321;American Werewolf in London, An ;Horror;1321;82010;1981
1322;Amityville 1992: It's About Time ;Horror;1322;103678;1992
1323;Amityville 3-D ;Horror;1323;85159;1983
1324;Amityville: Dollhouse ;Horror;1324;115535;1996
1325;Amityville: A New Generation ;Horror;1325;106262;1993
1326;Amityville II: The Possession ;Horror;1326;83550;1982
1327;Amityville Horror, The ;Horror;1327;78767;1979
1328;Amityville Curse, The ;Horror;1328;99030;1990
1329;Blood For Dracula (Andy Warhol's Dracula) ;Horror;1329;71233;1974
1330;April Fool's Day ;Comedy|Horror;1330;90655;1986
1331;Audrey Rose ;Horror;1331;75704;1977
1332;Believers, The ;Horror|Thriller;1332;92632;1987
1333;Birds, The ;Horror;1333;56869;1963
1334;Blob, The ;Horror|Sci-Fi;1334;51418;1958
1335;Blood Beach ;Action|Horror;1335;82083;1981
1336;Body Parts ;Horror;1336;101492;1991
1337;Body Snatcher, The ;Horror;1337;37549;1945
1339;Bram Stoker's Dracula ;Horror|Romance;1339;103874;1992
1340;Bride of Frankenstein ;Horror;1340;26138;1935
1341;Burnt Offerings ;Horror;1341;74258;1976
1342;Candyman ;Horror;1342;103919;1992
1343;Cape Fear ;Thriller;1343;101540;1991
1344;Cape Fear ;Film-Noir|Thriller;1344;55824;1962
1345;Carrie ;Horror;1345;74285;1976
1346;Cat People ;Horror;1346;83722;1982
1347;Nightmare on Elm Street, A ;Horror;1347;87800;1984
1348;Nosferatu (Nosferatu, eine Symphonie des Grauens) ;Horror;1348;13442;1922
1349;Nosferatu a Venezia ;Horror;1349;91651;1986
1350;Omen, The ;Horror;1350;75005;1976
1351;Blood & Wine ;Drama;1351;115710;1997
1352;Albino Alligator ;Crime|Thriller;1352;115495;1996
1353;Mirror Has Two Faces, The ;Comedy|Romance;1353;117057;1996
1354;Breaking the Waves ;Drama;1354;115751;1996
1355;Nightwatch ;Horror|Thriller;1355;119791;1997
1356;Star Trek: First Contact ;Action|Adventure|Sci-Fi;1356;117731;1996
1357;Shine ;Drama|Romance;1357;117631;1996
1358;Sling Blade ;Drama|Thriller;1358;117666;1996
1359;Jingle All the Way ;Adventure|Children's|Comedy;1359;116705;1996
1360;Identification of a Woman (Identificazione di una donna) ;Drama;1360;84116;1982
1361;Paradise Lost: The Child Murders at Robin Hood Hills ;Documentary;1361;117293;1996
1362;Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) ;Drama;1362;0;1970
1363;Preacher's Wife, The ;Drama;1363;117372;1996
1364;Zero Kelvin (Kjærlighetens kjøtere) ;Action;1364;113557;1995
1365;Ridicule ;Drama;1365;117477;1996
1366;Crucible, The ;Drama;1366;115988;1996
1367;101 Dalmatians ;Children's|Comedy;1367;115433;1996
1368;Forbidden Christ, The (Cristo proibito, Il) ;Drama;1368;42354;1950
1369;I Can't Sleep (J'ai pas sommeil) ;Drama|Thriller;1369;110171;1994
1370;Die Hard 2 ;Action|Thriller;1370;99423;1990
1371;Star Trek: The Motion Picture ;Action|Adventure|Sci-Fi;1371;79945;1979
1372;Star Trek VI: The Undiscovered Country ;Action|Adventure|Sci-Fi;1372;102975;1991
1373;Star Trek V: The Final Frontier ;Action|Adventure|Sci-Fi;1373;98382;1989
1374;Star Trek: The Wrath of Khan ;Action|Adventure|Sci-Fi;1374;84726;1982
1375;Star Trek III: The Search for Spock ;Action|Adventure|Sci-Fi;1375;88170;1984
1376;Star Trek IV: The Voyage Home ;Action|Adventure|Sci-Fi;1376;92007;1986
1377;Batman Returns ;Action|Adventure|Comedy|Crime;1377;103776;1992
1378;Young Guns ;Action|Comedy|Western;1378;96487;1988
1379;Young Guns II ;Action|Comedy|Western;1379;100994;1990
1380;Grease ;Comedy|Musical|Romance;1380;77631;1978
1381;Grease 2 ;Comedy|Musical|Romance;1381;84021;1982
1382;Marked for Death ;Action|Drama;1382;100114;1990
1383;Adrenalin: Fear the Rush ;Action|Sci-Fi;1383;115471;1996
1384;Substance of Fire, The ;Drama;1384;117773;1996
1385;Under Siege ;Action;1385;105690;1992
1386;Terror in a Texas Town ;Western;1386;52287;1958
1387;Jaws ;Action|Horror;1387;73195;1975
1388;Jaws 2 ;Action|Horror;1388;77766;1978
1389;Jaws 3-D ;Action|Horror;1389;85750;1983
1390;My Fellow Americans ;Comedy;1390;117119;1996
1391;Mars Attacks! ;Action|Comedy|Sci-Fi|War;1391;116996;1996
1392;Citizen Ruth ;Comedy|Drama;1392;115906;1996
1393;Jerry Maguire ;Drama|Romance;1393;116695;1996
1394;Raising Arizona ;Comedy;1394;93822;1987
1395;Tin Men ;Comedy|Drama;1395;94155;1987
1396;Sneakers ;Crime|Drama|Sci-Fi;1396;105435;1992
1397;Bastard Out of Carolina ;Drama;1397;115633;1996
1398;In Love and War ;Romance|War;1398;116621;1996
1399;Marvin's Room ;Drama;1399;116999;1996
1400;Somebody is Waiting ;Drama;1400;117691;1996
1401;Ghosts of Mississippi ;Drama;1401;116410;1996
1404;Night Falls on Manhattan ;Crime|Drama;1404;119783;1997
1405;Beavis and Butt-head Do America ;Animation|Comedy;1405;115641;1996
1406;Cérémonie, La ;Drama;1406;112769;1995
1407;Scream ;Horror|Thriller;1407;117571;1996
1408;Last of the Mohicans, The ;Action|Romance|War;1408;104691;1992
1409;Michael ;Comedy|Romance;1409;117038;1996
1410;Evening Star, The ;Comedy|Drama;1410;116240;1996
1411;Hamlet ;Drama;1411;116477;1996
1412;Some Mother's Son ;Drama;1412;117690;1996
1413;Whole Wide World, The ;Drama;1413;118163;1996
1414;Mother ;Comedy;1414;117091;1996
1415;Thieves (Voleurs, Les) ;Crime|Drama|Romance;1415;118100;1996
1416;Evita ;Drama|Musical;1416;116250;1996
1417;Portrait of a Lady, The ;Drama;1417;117364;1996
1419;Walkabout ;Drama;1419;67959;1971
1420;Message to Love: The Isle of Wight Festival ;Documentary;1420;117028;1996
1421;Grateful Dead ;Documentary;1421;113212;1995
1422;Murder at 1600 ;Mystery|Thriller;1422;119731;1997
1423;Hearts and Minds ;Drama;1423;116506;1996
1424;Inside ;Action;1424;116640;1996
1425;Fierce Creatures ;Comedy;1425;119115;1997
1426;Zeus and Roxanne ;Children's;1426;120550;1997
1427;Turbulence ;Thriller;1427;120390;1997
1428;Angel Baby ;Drama;1428;112362;1995
1429;Jackie Chan's First Strike ;Action;1429;116704;1996
1430;Underworld ;Thriller;1430;120414;1997
1431;Beverly Hills Ninja ;Action|Comedy;1431;118708;1997
1432;Metro ;Action;1432;119664;1997
1433;Machine, The ;Comedy|Horror;1433;110425;1994
1434;Stranger, The ;Action;1434;123281;1994
1436;Falling in Love Again ;Comedy;1436;80714;1980
1437;Cement Garden, The ;Drama;1437;106535;1993
1438;Dante's Peak ;Action|Thriller;1438;118928;1997
1439;Meet Wally Sparks ;Comedy;1439;119644;1997
1440;Amos & Andrew ;Comedy;1440;106266;1993
1441;Benny & Joon ;Comedy|Romance;1441;106387;1993
1442;Prefontaine ;Drama;1442;119937;1997
1443;Tickle in the Heart, A ;Documentary;1443;117907;1996
1444;Guantanamera ;Comedy;1444;109949;1994
1445;McHale's Navy ;Comedy|War;1445;119640;1997
1446;Kolya ;Comedy;1446;116790;1996
1447;Gridlock'd ;Crime;1447;119225;1997
1448;Fire on the Mountain ;Documentary;1448;116310;1996
1449;Waiting for Guffman ;Comedy;1449;118111;1996
1450;Prisoner of the Mountains (Kavkazsky Plennik) ;War;1450;116754;1996
1453;Beautician and the Beast, The ;Comedy|Romance;1453;118691;1997
1454;SubUrbia ;Comedy;1454;120238;1997
1455;Hotel de Love ;Comedy|Romance;1455;116565;1996
1456;Pest, The ;Comedy;1456;119887;1997
1457;Fools Rush In ;Comedy|Romance;1457;119141;1997
1458;Touch ;Romance;1458;120357;1997
1459;Absolute Power ;Mystery|Thriller;1459;118548;1997
1460;That Darn Cat! ;Children's|Comedy|Mystery;1460;120317;1997
1461;Vegas Vacation ;Comedy;1461;120434;1997
1462;Unforgotten: Twenty-Five Years After Willowbrook ;Documentary;1462;118042;1996
1463;That Old Feeling ;Comedy|Romance;1463;120318;1997
1464;Lost Highway ;Mystery;1464;116922;1997
1465;Rosewood ;Drama;1465;120036;1997
1466;Donnie Brasco ;Crime|Drama;1466;119008;1997
1467;Salut cousin! ;Comedy|Drama;1467;117544;1996
1468;Booty Call ;Comedy|Romance;1468;118750;1997
1470;Rhyme & Reason ;Documentary;1470;120014;1997
1471;Boys Life 2 ;Drama;1471;118762;1997
1472;City of Industry ;Crime|Thriller;1472;118859;1997
1473;Best Men ;Action|Comedy|Crime|Drama;1473;118702;1997
1474;Jungle2Jungle (a.k.a. Jungle 2 Jungle) ;Children's|Comedy;1474;119432;1997
1475;Kama Sutra: A Tale of Love ;Romance;1475;116743;1996
1476;Private Parts ;Comedy|Drama;1476;119951;1997
1477;Love Jones ;Romance;1477;119572;1997
1479;Saint, The ;Action|Romance|Thriller;1479;120053;1997
1480;Smilla's Sense of Snow ;Action|Drama|Thriller;1480;120152;1997
1482;Van, The ;Comedy|Drama;1482;118064;1996
1483;Crash ;Drama|Thriller;1483;115964;1996
1484;Daytrippers, The ;Mystery;1484;116041;1996
1485;Liar Liar ;Comedy;1485;119528;1997
1486;Quiet Room, The ;Drama;1486;117422;1996
1487;Selena ;Drama|Musical;1487;120094;1997
1488;Devil's Own, The ;Action|Drama|Thriller|War;1488;118972;1997
1489;Cats Don't Dance ;Animation|Children's|Musical;1489;118829;1997
1490;B*A*P*S ;Comedy;1490;118663;1997
1493;Love and Other Catastrophes ;Romance;1493;116931;1996
1494;Sixth Man, The ;Comedy;1494;0;1997
1495;Turbo: A Power Rangers Movie ;Action|Adventure|Children's;1495;120389;1997
1496;Anna Karenina ;Drama|Romance;1496;118623;1997
1497;Double Team ;Action;1497;119013;1997
1498;Inventing the Abbotts ;Drama|Romance;1498;119381;1997
1499;Anaconda ;Action|Adventure|Thriller;1499;118615;1997
1500;Grosse Pointe Blank ;Comedy|Crime;1500;119229;1997
1501;Keys to Tulsa ;Crime;1501;116762;1997
1502;Kissed ;Romance;1502;116783;1996
1503;8 Heads in a Duffel Bag ;Comedy;1503;118541;1997
1504;Hollow Reed ;Drama;1504;113314;1996
1507;Paradise Road ;Drama|War;1507;119859;1997
1508;Traveller ;Drama;1508;120366;1997
1509;All Over Me ;Drama;1509;118586;1997
1510;Brother's Kiss, A ;Drama;1510;118783;1997
1511;A Chef in Love ;Comedy;1511;117050;1996
1513;Romy and Michele's High School Reunion ;Comedy;1513;120032;1997
1514;Temptress Moon (Feng Yue) ;Romance;1514;116295;1996
1515;Volcano ;Drama|Thriller;1515;120461;1997
1516;Children of the Revolution ;Comedy;1516;115886;1996
